,county,year,race,value
1636,Washington Parish,2019,Asian alone,306
1637,Washington Parish,2020,Asian alone,318
1638,West Baton Rouge Parish,2000,Asian alone,88
1639,West Baton Rouge Parish,2001,Asian alone,90
1640,West Baton Rouge Parish,2002,Asian alone,108
1641,West Baton Rouge Parish,2003,Asian alone,114
1642,West Baton Rouge Parish,2004,Asian alone,120
1643,West Baton Rouge Parish,2005,Asian alone,128
1644,West Baton Rouge Parish,2006,Asian alone,136
1645,West Baton Rouge Parish,2007,Asian alone,138
1646,West Baton Rouge Parish,2008,Asian alone,154
1647,West Baton Rouge Parish,2009,Asian alone,164
1648,West Baton Rouge Parish,2010,Asian alone,162
1649,West Baton Rouge Parish,2011,Asian alone,210
1650,West Baton Rouge Parish,2012,Asian alone,216
1651,West Baton Rouge Parish,2013,Asian alone,238
1652,West Baton Rouge Parish,2014,Asian alone,244
1653,West Baton Rouge Parish,2015,Asian alone,260
1654,West Baton Rouge Parish,2016,Asian alone,264
1655,West Baton Rouge Parish,2017,Asian alone,294
1656,West Baton Rouge Parish,2018,Asian alone,364
1657,West Baton Rouge Parish,2019,Asian alone,396
1658,West Baton Rouge Parish,2020,Asian alone,392
1659,West Feliciana Parish,2000,Asian alone,54
1660,West Feliciana Parish,2001,Asian alone,56
1661,West Feliciana Parish,2002,Asian alone,56
1662,West Feliciana Parish,2003,Asian alone,54
1663,West Feliciana Parish,2004,Asian alone,56
1664,West Feliciana Parish,2005,Asian alone,58
1665,West Feliciana Parish,2006,Asian alone,62
1666,West Feliciana Parish,2007,Asian alone,66
1667,West Feliciana Parish,2008,Asian alone,62
1668,West Feliciana Parish,2009,Asian alone,62
1669,West Feliciana Parish,2010,Asian alone,66
1670,West Feliciana Parish,2011,Asian alone,66
1671,West Feliciana Parish,2012,Asian alone,66
1672,West Feliciana Parish,2013,Asian alone,72
1673,West Feliciana Parish,2014,Asian alone,74
1674,West Feliciana Parish,2015,Asian alone,92
1675,West Feliciana Parish,2016,Asian alone,124
1676,West Feliciana Parish,2017,Asian alone,156
1677,West Feliciana Parish,2018,Asian alone,174
1678,West Feliciana Parish,2019,Asian alone,230
1679,West Feliciana Parish,2020,Asian alone,264
1680,Ascension Parish,2000,Native Hawaiian and Other Pacific Islander alone,38
1681,Ascension Parish,2001,Native Hawaiian and Other Pacific Islander alone,52
1682,Ascension Parish,2002,Native Hawaiian and Other Pacific Islander alone,58
1683,Ascension Parish,2003,Native Hawaiian and Other Pacific Islander alone,76
1684,Ascension Parish,2004,Native Hawaiian and Other Pacific Islander alone,90
1685,Ascension Parish,2005,Native Hawaiian and Other Pacific Islander alone,116
1686,Ascension Parish,2006,Native Hawaiian and Other Pacific Islander alone,102
1687,Ascension Parish,2007,Native Hawaiian and Other Pacific Islander alone,128
1688,Ascension Parish,2008,Native Hawaiian and Other Pacific Islander alone,154
1689,Ascension Parish,2009,Native Hawaiian and Other Pacific Islander alone,168
1690,Ascension Parish,2010,Native Hawaiian and Other Pacific Islander alone,168
1691,Ascension Parish,2011,Native Hawaiian and Other Pacific Islander alone,188
1692,Ascension Parish,2012,Native Hawaiian and Other Pacific Islander alone,190
1693,Ascension Parish,2013,Native Hawaiian and Other Pacific Islander alone,194
1694,Ascension Parish,2014,Native Hawaiian and Other Pacific Islander alone,168
1695,Ascension Parish,2015,Native Hawaiian and Other Pacific Islander alone,216
1696,Ascension Parish,2016,Native Hawaiian and Other Pacific Islander alone,200
1697,Ascension Parish,2017,Native Hawaiian and Other Pacific Islander alone,190
1698,Ascension Parish,2018,Native Hawaiian and Other Pacific Islander alone,204
1699,Ascension Parish,2019,Native Hawaiian and Other Pacific Islander alone,226
1700,Ascension Parish,2020,Native Hawaiian and Other Pacific Islander alone,192
1701,Caddo Parish,2000,Native Hawaiian and Other Pacific Islander alone,154
1702,Caddo Parish,2001,Native Hawaiian and Other Pacific Islander alone,214
1703,Caddo Parish,2002,Native Hawaiian and Other Pacific Islander alone,210
1704,Caddo Parish,2003,Native Hawaiian and Other Pacific Islander alone,232
1705,Caddo Parish,2004,Native Hawaiian and Other Pacific Islander alone,258
1706,Caddo Parish,2005,Native Hawaiian and Other Pacific Islander alone,236
1707,Caddo Parish,2006,Native Hawaiian and Other Pacific Islander alone,270
1708,Caddo Parish,2007,Native Hawaiian and Other Pacific Islander alone,268
1709,Caddo Parish,2008,Native Hawaiian and Other Pacific Islander alone,292
1710,Caddo Parish,2009,Native Hawaiian and Other Pacific Islander alone,298
1711,Caddo Parish,2010,Native Hawaiian and Other Pacific Islander alone,326
1712,Caddo Parish,2011,Native Hawaiian and Other Pacific Islander alone,306
1713,Caddo Parish,2012,Native Hawaiian and Other Pacific Islander alone,306
1714,Caddo Parish,2013,Native Hawaiian and Other Pacific Islander alone,336
1715,Caddo Parish,2014,Native Hawaiian and Other Pacific Islander alone,334
1716,Caddo Parish,2015,Native Hawaiian and Other Pacific Islander alone,320
1717,Caddo Parish,2016,Native Hawaiian and Other Pacific Islander alone,316
1718,Caddo Parish,2017,Native Hawaiian and Other Pacific Islander alone,320
1719,Caddo Parish,2018,Native Hawaiian and Other Pacific Islander alone,306
1720,Caddo Parish,2019,Native Hawaiian and Other Pacific Islander alone,322
1721,Caddo Parish,2020,Native Hawaiian and Other Pacific Islander alone,302
1722,East Baton Rouge Parish,2000,Native Hawaiian and Other Pacific Islander alone,256
1723,East Baton Rouge Parish,2001,Native Hawaiian and Other Pacific Islander alone,318
1724,East Baton Rouge Parish,2002,Native Hawaiian and Other Pacific Islander alone,320
1725,East Baton Rouge Parish,2003,Native Hawaiian and Other Pacific Islander alone,314
1726,East Baton Rouge Parish,2004,Native Hawaiian and Other Pacific Islander alone,332
1727,East Baton Rouge Parish,2005,Native Hawaiian and Other Pacific Islander alone,318
1728,East Baton Rouge Parish,2006,Native Hawaiian and Other Pacific Islander alone,322
1729,East Baton Rouge Parish,2007,Native Hawaiian and Other Pacific Islander alone,366
1730,East Baton Rouge Parish,2008,Native Hawaiian and Other Pacific Islander alone,328
1731,East Baton Rouge Parish,2009,Native Hawaiian and Other Pacific Islander alone,342
1732,East Baton Rouge Parish,2010,Native Hawaiian and Other Pacific Islander alone,374
1733,East Baton Rouge Parish,2011,Native Hawaiian and Other Pacific Islander alone,372
1734,East Baton Rouge Parish,2012,Native Hawaiian and Other Pacific Islander alone,402
1735,East Baton Rouge Parish,2013,Native Hawaiian and Other Pacific Islander alone,374
1736,East Baton Rouge Parish,2014,Native Hawaiian and Other Pacific Islander alone,396
1737,East Baton Rouge Parish,2015,Native Hawaiian and Other Pacific Islander alone,462
1738,East Baton Rouge Parish,2016,Native Hawaiian and Other Pacific Islander alone,396
1739,East Baton Rouge Parish,2017,Native Hawaiian and Other Pacific Islander alone,384
1740,East Baton Rouge Parish,2018,Native Hawaiian and Other Pacific Islander alone,426
1741,East Baton Rouge Parish,2019,Native Hawaiian and Other Pacific Islander alone,432
1742,East Baton Rouge Parish,2020,Native Hawaiian and Other Pacific Islander alone,414
1743,East Feliciana Parish,2000,Native Hawaiian and Other Pacific Islander alone,2
1744,East Feliciana Parish,2001,Native Hawaiian and Other Pacific Islander alone,2
1745,East Feliciana Parish,2002,Native Hawaiian and Other Pacific Islander alone,2
1746,East Feliciana Parish,2003,Native Hawaiian and Other Pacific Islander alone,2
1747,East Feliciana Parish,2004,Native Hawaiian and Other Pacific Islander alone,4
1748,East Feliciana Parish,2005,Native Hawaiian and Other Pacific Islander alone,2
1749,East Feliciana Parish,2006,Native Hawaiian and Other Pacific Islander alone,6
1750,East Feliciana Parish,2007,Native Hawaiian and Other Pacific Islander alone,6
1751,East Feliciana Parish,2008,Native Hawaiian and Other Pacific Islander alone,4
1752,East Feliciana Parish,2009,Native Hawaiian and Other Pacific Islander alone,8
1753,East Feliciana Parish,2010,Native Hawaiian and Other Pacific Islander alone,6
1754,East Feliciana Parish,2011,Native Hawaiian and Other Pacific Islander alone,6
1755,East Feliciana Parish,2012,Native Hawaiian and Other Pacific Islander alone,12
1756,East Feliciana Parish,2013,Native Hawaiian and Other Pacific Islander alone,12
1757,East Feliciana Parish,2014,Native Hawaiian and Other Pacific Islander alone,10
1758,East Feliciana Parish,2015,Native Hawaiian and Other Pacific Islander alone,6
1759,East Feliciana Parish,2016,Native Hawaiian and Other Pacific Islander alone,6
1760,East Feliciana Parish,2017,Native Hawaiian and Other Pacific Islander alone,6
1761,East Feliciana Parish,2018,Native Hawaiian and Other Pacific Islander alone,6
1762,East Feliciana Parish,2019,Native Hawaiian and Other Pacific Islander alone,8
1763,East Feliciana Parish,2020,Native Hawaiian and Other Pacific Islander alone,8
1764,Iberville Parish,2000,Native Hawaiian and Other Pacific Islander alone,8
1765,Iberville Parish,2001,Native Hawaiian and Other Pacific Islander alone,8
1766,Iberville Parish,2002,Native Hawaiian and Other Pacific Islander alone,12
1767,Iberville Parish,2003,Native Hawaiian and Other Pacific Islander alone,8
1768,Iberville Parish,2004,Native Hawaiian and Other Pacific Islander alone,10
1769,Iberville Parish,2005,Native Hawaiian and Other Pacific Islander alone,10
1770,Iberville Parish,2006,Native Hawaiian and Other Pacific Islander alone,6
1771,Iberville Parish,2007,Native Hawaiian and Other Pacific Islander alone,10
1772,Iberville Parish,2008,Native Hawaiian and Other Pacific Islander alone,10
1773,Iberville Parish,2009,Native Hawaiian and Other Pacific Islander alone,6
1774,Iberville Parish,2010,Native Hawaiian and Other Pacific Islander alone,8
1775,Iberville Parish,2011,Native Hawaiian and Other Pacific Islander alone,10
1776,Iberville Parish,2012,Native Hawaiian and Other Pacific Islander alone,10
1777,Iberville Parish,2013,Native Hawaiian and Other Pacific Islander alone,22
1778,Iberville Parish,2014,Native Hawaiian and Other Pacific Islander alone,14
1779,Iberville Parish,2015,Native Hawaiian and Other Pacific Islander alone,14
1780,Iberville Parish,2016,Native Hawaiian and Other Pacific Islander alone,14
1781,Iberville Parish,2017,Native Hawaiian and Other Pacific Islander alone,14
1782,Iberville Parish,2018,Native Hawaiian and Other Pacific Islander alone,14
1783,Iberville Parish,2019,Native Hawaiian and Other Pacific Islander alone,16
1784,Iberville Parish,2020,Native Hawaiian and Other Pacific Islander alone,16
1785,Jefferson Parish,2000,Native Hawaiian and Other Pacific Islander alone,390
1786,Jefferson Parish,2001,Native Hawaiian and Other Pacific Islander alone,444
1787,Jefferson Parish,2002,Native Hawaiian and Other Pacific Islander alone,500
1788,Jefferson Parish,2003,Native Hawaiian and Other Pacific Islander alone,482
1789,Jefferson Parish,2004,Native Hawaiian and Other Pacific Islander alone,468
1790,Jefferson Parish,2005,Native Hawaiian and Other Pacific Islander alone,412
1791,Jefferson Parish,2006,Native Hawaiian and Other Pacific Islander alone,504
1792,Jefferson Parish,2007,Native Hawaiian and Other Pacific Islander alone,618
1793,Jefferson Parish,2008,Native Hawaiian and Other Pacific Islander alone,600
1794,Jefferson Parish,2009,Native Hawaiian and Other Pacific Islander alone,642
1795,Jefferson Parish,2010,Native Hawaiian and Other Pacific Islander alone,638
1796,Jefferson Parish,2011,Native Hawaiian and Other Pacific Islander alone,626
1797,Jefferson Parish,2012,Native Hawaiian and Other Pacific Islander alone,614
1798,Jefferson Parish,2013,Native Hawaiian and Other Pacific Islander alone,588
1799,Jefferson Parish,2014,Native Hawaiian and Other Pacific Islander alone,556
1800,Jefferson Parish,2015,Native Hawaiian and Other Pacific Islander alone,564
1801,Jefferson Parish,2016,Native Hawaiian and Other Pacific Islander alone,624
1802,Jefferson Parish,2017,Native Hawaiian and Other Pacific Islander alone,632
1803,Jefferson Parish,2018,Native Hawaiian and Other Pacific Islander alone,616
1804,Jefferson Parish,2019,Native Hawaiian and Other Pacific Islander alone,604
1805,Jefferson Parish,2020,Native Hawaiian and Other Pacific Islander alone,568
1806,Livingston Parish,2000,Native Hawaiian and Other Pacific Islander alone,32
1807,Livingston Parish,2001,Native Hawaiian and Other Pacific Islander alone,32
1808,Livingston Parish,2002,Native Hawaiian and Other Pacific Islander alone,28
1809,Livingston Parish,2003,Native Hawaiian and Other Pacific Islander alone,42
1810,Livingston Parish,2004,Native Hawaiian and Other Pacific Islander alone,46
1811,Livingston Parish,2005,Native Hawaiian and Other Pacific Islander alone,38
1812,Livingston Parish,2006,Native Hawaiian and Other Pacific Islander alone,42
1813,Livingston Parish,2007,Native Hawaiian and Other Pacific Islander alone,46
1814,Livingston Parish,2008,Native Hawaiian and Other Pacific Islander alone,56
1815,Livingston Parish,2009,Native Hawaiian and Other Pacific Islander alone,58
1816,Livingston Parish,2010,Native Hawaiian and Other Pacific Islander alone,56
1817,Livingston Parish,2011,Native Hawaiian and Other Pacific Islander alone,64
1818,Livingston Parish,2012,Native Hawaiian and Other Pacific Islander alone,74
1819,Livingston Parish,2013,Native Hawaiian and Other Pacific Islander alone,72
1820,Livingston Parish,2014,Native Hawaiian and Other Pacific Islander alone,86
1821,Livingston Parish,2015,Native Hawaiian and Other Pacific Islander alone,96
1822,Livingston Parish,2016,Native Hawaiian and Other Pacific Islander alone,126
1823,Livingston Parish,2017,Native Hawaiian and Other Pacific Islander alone,134
1824,Livingston Parish,2018,Native Hawaiian and Other Pacific Islander alone,146
1825,Livingston Parish,2019,Native Hawaiian and Other Pacific Islander alone,144
1826,Livingston Parish,2020,Native Hawaiian and Other Pacific Islander alone,150
1827,Orleans Parish,2000,Native Hawaiian and Other Pacific Islander alone,232
1828,Orleans Parish,2001,Native Hawaiian and Other Pacific Islander alone,334
1829,Orleans Parish,2002,Native Hawaiian and Other Pacific Islander alone,356
1830,Orleans Parish,2003,Native Hawaiian and Other Pacific Islander alone,332
1831,Orleans Parish,2004,Native Hawaiian and Other Pacific Islander alone,374
1832,Orleans Parish,2005,Native Hawaiian and Other Pacific Islander alone,346
1833,Orleans Parish,2006,Native Hawaiian and Other Pacific Islander alone,382
1834,Orleans Parish,2007,Native Hawaiian and Other Pacific Islander alone,414
1835,Orleans Parish,2008,Native Hawaiian and Other Pacific Islander alone,430
1836,Orleans Parish,2009,Native Hawaiian and Other Pacific Islander alone,446
1837,Orleans Parish,2010,Native Hawaiian and Other Pacific Islander alone,480
1838,Orleans Parish,2011,Native Hawaiian and Other Pacific Islander alone,466
1839,Orleans Parish,2012,Native Hawaiian and Other Pacific Islander alone,496
1840,Orleans Parish,2013,Native Hawaiian and Other Pacific Islander alone,484
1841,Orleans Parish,2014,Native Hawaiian and Other Pacific Islander alone,516
1842,Orleans Parish,2015,Native Hawaiian and Other Pacific Islander alone,486
1843,Orleans Parish,2016,Native Hawaiian and Other Pacific Islander alone,436
1844,Orleans Parish,2017,Native Hawaiian and Other Pacific Islander alone,430
1845,Orleans Parish,2018,Native Hawaiian and Other Pacific Islander alone,428
1846,Orleans Parish,2019,Native Hawaiian and Other Pacific Islander alone,416
1847,Orleans Parish,2020,Native Hawaiian and Other Pacific Islander alone,380
1848,Plaquemines Parish,2000,Native Hawaiian and Other Pacific Islander alone,8
1849,Plaquemines Parish,2001,Native Hawaiian and Other Pacific Islander alone,10
1850,Plaquemines Parish,2002,Native Hawaiian and Other Pacific Islander alone,22
1851,Plaquemines Parish,2003,Native Hawaiian and Other Pacific Islander alone,28
1852,Plaquemines Parish,2004,Native Hawaiian and Other Pacific Islander alone,22
1853,Plaquemines Parish,2005,Native Hawaiian and Other Pacific Islander alone,52
1854,Plaquemines Parish,2006,Native Hawaiian and Other Pacific Islander alone,54
1855,Plaquemines Parish,2007,Native Hawaiian and Other Pacific Islander alone,54
1856,Plaquemines Parish,2008,Native Hawaiian and Other Pacific Islander alone,64
1857,Plaquemines Parish,2009,Native Hawaiian and Other Pacific Islander alone,66
1858,Plaquemines Parish,2010,Native Hawaiian and Other Pacific Islander alone,76
1859,Plaquemines Parish,2011,Native Hawaiian and Other Pacific Islander alone,74
1860,Plaquemines Parish,2012,Native Hawaiian and Other Pacific Islander alone,74
1861,Plaquemines Parish,2013,Native Hawaiian and Other Pacific Islander alone,74
1862,Plaquemines Parish,2014,Native Hawaiian and Other Pacific Islander alone,84
1863,Plaquemines Parish,2015,Native Hawaiian and Other Pacific Islander alone,92
1864,Plaquemines Parish,2016,Native Hawaiian and Other Pacific Islander alone,100
1865,Plaquemines Parish,2017,Native Hawaiian and Other Pacific Islander alone,96
1866,Plaquemines Parish,2018,Native Hawaiian and Other Pacific Islander alone,90
1867,Plaquemines Parish,2019,Native Hawaiian and Other Pacific Islander alone,74
1868,Plaquemines Parish,2020,Native Hawaiian and Other Pacific Islander alone,74
1869,Pointe Coupee Parish,2000,Native Hawaiian and Other Pacific Islander alone,2
1870,Pointe Coupee Parish,2001,Native Hawaiian and Other Pacific Islander alone,2
1871,Pointe Coupee Parish,2002,Native Hawaiian and Other Pacific Islander alone,2
1872,Pointe Coupee Parish,2003,Native Hawaiian and Other Pacific Islander alone,0
1873,Pointe Coupee Parish,2004,Native Hawaiian and Other Pacific Islander alone,2
1874,Pointe Coupee Parish,2005,Native Hawaiian and Other Pacific Islander alone,0
1875,Pointe Coupee Parish,2006,Native Hawaiian and Other Pacific Islander alone,0
1876,Pointe Coupee Parish,2007,Native Hawaiian and Other Pacific Islander alone,0
1877,Pointe Coupee Parish,2008,Native Hawaiian and Other Pacific Islander alone,0
1878,Pointe Coupee Parish,2009,Native Hawaiian and Other Pacific Islander alone,0
1879,Pointe Coupee Parish,2010,Native Hawaiian and Other Pacific Islander alone,0
1880,Pointe Coupee Parish,2011,Native Hawaiian and Other Pacific Islander alone,0
1881,Pointe Coupee Parish,2012,Native Hawaiian and Other Pacific Islander alone,0
1882,Pointe Coupee Parish,2013,Native Hawaiian and Other Pacific Islander alone,2
1883,Pointe Coupee Parish,2014,Native Hawaiian and Other Pacific Islander alone,2
1884,Pointe Coupee Parish,2015,Native Hawaiian and Other Pacific Islander alone,2
1885,Pointe Coupee Parish,2016,Native Hawaiian and Other Pacific Islander alone,2
1886,Pointe Coupee Parish,2017,Native Hawaiian and Other Pacific Islander alone,2
1887,Pointe Coupee Parish,2018,Native Hawaiian and Other Pacific Islander alone,2
1888,Pointe Coupee Parish,2019,Native Hawaiian and Other Pacific Islander alone,2
1889,Pointe Coupee Parish,2020,Native Hawaiian and Other Pacific Islander alone,2
1890,St. Bernard Parish,2000,Native Hawaiian and Other Pacific Islander alone,28
1891,St. Bernard Parish,2001,Native Hawaiian and Other Pacific Islander alone,30
1892,St. Bernard Parish,2002,Native Hawaiian and Other Pacific Islander alone,34
1893,St. Bernard Parish,2003,Native Hawaiian and Other Pacific Islander alone,34
1894,St. Bernard Parish,2004,Native Hawaiian and Other Pacific Islander alone,40
1895,St. Bernard Parish,2005,Native Hawaiian and Other Pacific Islander alone,58
1896,St. Bernard Parish,2006,Native Hawaiian and Other Pacific Islander alone,30
1897,St. Bernard Parish,2007,Native Hawaiian and Other Pacific Islander alone,38
1898,St. Bernard Parish,2008,Native Hawaiian and Other Pacific Islander alone,44
1899,St. Bernard Parish,2009,Native Hawaiian and Other Pacific Islander alone,60
1900,St. Bernard Parish,2010,Native Hawaiian and Other Pacific Islander alone,58
1901,St. Bernard Parish,2011,Native Hawaiian and Other Pacific Islander alone,70
1902,St. Bernard Parish,2012,Native Hawaiian and Other Pacific Islander alone,64
1903,St. Bernard Parish,2013,Native Hawaiian and Other Pacific Islander alone,74
1904,St. Bernard Parish,2014,Native Hawaiian and Other Pacific Islander alone,68
1905,St. Bernard Parish,2015,Native Hawaiian and Other Pacific Islander alone,70
1906,St. Bernard Parish,2016,Native Hawaiian and Other Pacific Islander alone,54
1907,St. Bernard Parish,2017,Native Hawaiian and Other Pacific Islander alone,52
1908,St. Bernard Parish,2018,Native Hawaiian and Other Pacific Islander alone,60
1909,St. Bernard Parish,2019,Native Hawaiian and Other Pacific Islander alone,54
1910,St. Bernard Parish,2020,Native Hawaiian and Other Pacific Islander alone,56
1911,St. Charles Parish,2000,Native Hawaiian and Other Pacific Islander alone,14
1912,St. Charles Parish,2001,Native Hawaiian and Other Pacific Islander alone,12
1913,St. Charles Parish,2002,Native Hawaiian and Other Pacific Islander alone,18
1914,St. Charles Parish,2003,Native Hawaiian and Other Pacific Islander alone,18
1915,St. Charles Parish,2004,Native Hawaiian and Other Pacific Islander alone,28
1916,St. Charles Parish,2005,Native Hawaiian and Other Pacific Islander alone,26
1917,St. Charles Parish,2006,Native Hawaiian and Other Pacific Islander alone,28
1918,St. Charles Parish,2007,Native Hawaiian and Other Pacific Islander alone,28
1919,St. Charles Parish,2008,Native Hawaiian and Other Pacific Islander alone,36
1920,St. Charles Parish,2009,Native Hawaiian and Other Pacific Islander alone,42
1921,St. Charles Parish,2010,Native Hawaiian and Other Pacific Islander alone,44
1922,St. Charles Parish,2011,Native Hawaiian and Other Pacific Islander alone,44
1923,St. Charles Parish,2012,Native Hawaiian and Other Pacific Islander alone,48
1924,St. Charles Parish,2013,Native Hawaiian and Other Pacific Islander alone,58
1925,St. Charles Parish,2014,Native Hawaiian and Other Pacific Islander alone,60
1926,St. Charles Parish,2015,Native Hawaiian and Other Pacific Islander alone,54
1927,St. Charles Parish,2016,Native Hawaiian and Other Pacific Islander alone,54
1928,St. Charles Parish,2017,Native Hawaiian and Other Pacific Islander alone,54
1929,St. Charles Parish,2018,Native Hawaiian and Other Pacific Islander alone,56
1930,St. Charles Parish,2019,Native Hawaiian and Other Pacific Islander alone,66
1931,St. Charles Parish,2020,Native Hawaiian and Other Pacific Islander alone,64
1932,St. Helena Parish,2000,Native Hawaiian and Other Pacific Islander alone,2
1933,St. Helena Parish,2001,Native Hawaiian and Other Pacific Islander alone,2
1934,St. Helena Parish,2002,Native Hawaiian and Other Pacific Islander alone,2
1935,St. Helena Parish,2003,Native Hawaiian and Other Pacific Islander alone,6
1936,St. Helena Parish,2004,Native Hawaiian and Other Pacific Islander alone,4
1937,St. Helena Parish,2005,Native Hawaiian and Other Pacific Islander alone,8
1938,St. Helena Parish,2006,Native Hawaiian and Other Pacific Islander alone,8
1939,St. Helena Parish,2007,Native Hawaiian and Other Pacific Islander alone,8
1940,St. Helena Parish,2008,Native Hawaiian and Other Pacific Islander alone,6
1941,St. Helena Parish,2009,Native Hawaiian and Other Pacific Islander alone,8
1942,St. Helena Parish,2010,Native Hawaiian and Other Pacific Islander alone,10
1943,St. Helena Parish,2011,Native Hawaiian and Other Pacific Islander alone,10
1944,St. Helena Parish,2012,Native Hawaiian and Other Pacific Islander alone,10
1945,St. Helena Parish,2013,Native Hawaiian and Other Pacific Islander alone,10
1946,St. Helena Parish,2014,Native Hawaiian and Other Pacific Islander alone,10
1947,St. Helena Parish,2015,Native Hawaiian and Other Pacific Islander alone,14
1948,St. Helena Parish,2016,Native Hawaiian and Other Pacific Islander alone,16
1949,St. Helena Parish,2017,Native Hawaiian and Other Pacific Islander alone,14
1950,St. Helena Parish,2018,Native Hawaiian and Other Pacific Islander alone,14
1951,St. Helena Parish,2019,Native Hawaiian and Other Pacific Islander alone,14
1952,St. Helena Parish,2020,Native Hawaiian and Other Pacific Islander alone,14
1953,St. James Parish,2000,Native Hawaiian and Other Pacific Islander alone,0
1954,St. James Parish,2001,Native Hawaiian and Other Pacific Islander alone,0
1955,St. James Parish,2002,Native Hawaiian and Other Pacific Islander alone,0
1956,St. James Parish,2003,Native Hawaiian and Other Pacific Islander alone,2
1957,St. James Parish,2004,Native Hawaiian and Other Pacific Islander alone,0
1958,St. James Parish,2005,Native Hawaiian and Other Pacific Islander alone,2
1959,St. James Parish,2006,Native Hawaiian and Other Pacific Islander alone,6
1960,St. James Parish,2007,Native Hawaiian and Other Pacific Islander alone,4
1961,St. James Parish,2008,Native Hawaiian and Other Pacific Islander alone,4
1962,St. James Parish,2009,Native Hawaiian and Other Pacific Islander alone,4
1963,St. James Parish,2010,Native Hawaiian and Other Pacific Islander alone,6
1964,St. James Parish,2011,Native Hawaiian and Other Pacific Islander alone,6
1965,St. James Parish,2012,Native Hawaiian and Other Pacific Islander alone,10
1966,St. James Parish,2013,Native Hawaiian and Other Pacific Islander alone,8
1967,St. James Parish,2014,Native Hawaiian and Other Pacific Islander alone,8
1968,St. James Parish,2015,Native Hawaiian and Other Pacific Islander alone,8
1969,St. James Parish,2016,Native Hawaiian and Other Pacific Islander alone,8
1970,St. James Parish,2017,Native Hawaiian and Other Pacific Islander alone,8
1971,St. James Parish,2018,Native Hawaiian and Other Pacific Islander alone,8
1972,St. James Parish,2019,Native Hawaiian and Other Pacific Islander alone,8
1973,St. James Parish,2020,Native Hawaiian and Other Pacific Islander alone,10
1974,St. John the Baptist Parish,2000,Native Hawaiian and Other Pacific Islander alone,26
1975,St. John the Baptist Parish,2001,Native Hawaiian and Other Pacific Islander alone,26
1976,St. John the Baptist Parish,2002,Native Hawaiian and Other Pacific Islander alone,30
1977,St. John the Baptist Parish,2003,Native Hawaiian and Other Pacific Islander alone,40
1978,St. John the Baptist Parish,2004,Native Hawaiian and Other Pacific Islander alone,44
1979,St. John the Baptist Parish,2005,Native Hawaiian and Other Pacific Islander alone,50
1980,St. John the Baptist Parish,2006,Native Hawaiian and Other Pacific Islander alone,48
1981,St. John the Baptist Parish,2007,Native Hawaiian and Other Pacific Islander alone,52
1982,St. John the Baptist Parish,2008,Native Hawaiian and Other Pacific Islander alone,50
1983,St. John the Baptist Parish,2009,Native Hawaiian and Other Pacific Islander alone,54
1984,St. John the Baptist Parish,2010,Native Hawaiian and Other Pacific Islander alone,64
1985,St. John the Baptist Parish,2011,Native Hawaiian and Other Pacific Islander alone,124
1986,St. John the Baptist Parish,2012,Native Hawaiian and Other Pacific Islander alone,156
1987,St. John the Baptist Parish,2013,Native Hawaiian and Other Pacific Islander alone,190
1988,St. John the Baptist Parish,2014,Native Hawaiian and Other Pacific Islander alone,180
1989,St. John the Baptist Parish,2015,Native Hawaiian and Other Pacific Islander alone,172
1990,St. John the Baptist Parish,2016,Native Hawaiian and Other Pacific Islander alone,174
1991,St. John the Baptist Parish,2017,Native Hawaiian and Other Pacific Islander alone,150
1992,St. John the Baptist Parish,2018,Native Hawaiian and Other Pacific Islander alone,148
1993,St. John the Baptist Parish,2019,Native Hawaiian and Other Pacific Islander alone,156
1994,St. John the Baptist Parish,2020,Native Hawaiian and Other Pacific Islander alone,140
1995,St. Tammany Parish,2000,Native Hawaiian and Other Pacific Islander alone,122
1996,St. Tammany Parish,2001,Native Hawaiian and Other Pacific Islander alone,144
1997,St. Tammany Parish,2002,Native Hawaiian and Other Pacific Islander alone,144
1998,St. Tammany Parish,2003,Native Hawaiian and Other Pacific Islander alone,148
1999,St. Tammany Parish,2004,Native Hawaiian and Other Pacific Islander alone,180
2000,St. Tammany Parish,2005,Native Hawaiian and Other Pacific Islander alone,184
2001,St. Tammany Parish,2006,Native Hawaiian and Other Pacific Islander alone,182
2002,St. Tammany Parish,2007,Native Hawaiian and Other Pacific Islander alone,176
2003,St. Tammany Parish,2008,Native Hawaiian and Other Pacific Islander alone,186
2004,St. Tammany Parish,2009,Native Hawaiian and Other Pacific Islander alone,204
2005,St. Tammany Parish,2010,Native Hawaiian and Other Pacific Islander alone,228
2006,St. Tammany Parish,2011,Native Hawaiian and Other Pacific Islander alone,258
2007,St. Tammany Parish,2012,Native Hawaiian and Other Pacific Islander alone,270
2008,St. Tammany Parish,2013,Native Hawaiian and Other Pacific Islander alone,264
2009,St. Tammany Parish,2014,Native Hawaiian and Other Pacific Islander alone,270
2010,St. Tammany Parish,2015,Native Hawaiian and Other Pacific Islander alone,268
2011,St. Tammany Parish,2016,Native Hawaiian and Other Pacific Islander alone,270
2012,St. Tammany Parish,2017,Native Hawaiian and Other Pacific Islander alone,280
2013,St. Tammany Parish,2018,Native Hawaiian and Other Pacific Islander alone,282
2014,St. Tammany Parish,2019,Native Hawaiian and Other Pacific Islander alone,284
2015,St. Tammany Parish,2020,Native Hawaiian and Other Pacific Islander alone,260
